Date,Open,High,Low,Close,Adj Close,Volume
6/16/15,1259.02002,1271.459961,1258.930054,1269.530029,1269.530029,29199000
6/17/15,1273.359985,1274.400024,1266.630005,1268.329956,1268.329956,32222400
6/18/15,1271.949951,1287.060059,1271.949951,1284.680054,1284.680054,34990000
6/19/15,1285.469971,1286.579956,1281.660034,1284.660034,1284.660034,44498100
6/22/15,1290.560059,1293.310059,1288.48999,1292.390015,1292.390015,30300200
6/23/15,1294.369995,1296,1289.589966,1295.800049,1295.800049,30911900
6/24/15,1293.810059,1295.030029,1283.199951,1283.920044,1283.920044,31024800
6/25/15,1286.969971,1287.459961,1278.569946,1283.280029,1283.280029,32146100
6/26/15,1285.22998,1287.099976,1274.030029,1279.800049,1279.800049,50254700
6/29/15,1269.359985,1273.949951,1246.599976,1246.75,1246.75,36789600
6/30/15,1255.51001,1256.869995,1248.810059,1253.949951,1253.949951,40785400
7/1/15,1262.119995,1264.630005,1250.650024,1256.400024,1256.400024,37272600
7/2/15,1259.030029,1259.25,1244.630005,1248.26001,1248.26001,29965400
7/6/15,1239.22998,1253.199951,1236.589966,1246.959961,1246.959961,34863600
7/7/15,1247.780029,1248.959961,1225.97998,1248.050049,1248.050049,44586600
7/8/15,1239.079956,1241.349976,1226.52002,1228.959961,1228.959961,36087800
7/9/15,1240.160034,1243.959961,1232.810059,1234.150024,1234.150024,34468100
7/10/15,1245,1252.869995,1244.219971,1252.02002,1252.02002,30650700
7/13/15,1258.790039,1266.099976,1258.790039,1265.349976,1265.349976,30967300
7/14/15,1265.300049,1274.109985,1264.869995,1273.329956,1273.329956,30021200
7/15/15,1273.800049,1273.800049,1263.01001,1264.52002,1264.52002,32618100
7/16/15,1271.099976,1275.900024,1269.660034,1272.829956,1272.829956,32270800
7/17/15,1273.670044,1273.670044,1263.869995,1267.089966,1267.089966,33627500
7/20/15,1268.819946,1268.890015,1258.300049,1260.219971,1260.219971,32458700
7/21/15,1259.75,1265.439941,1252.089966,1254.569946,1254.569946,33436900
7/22/15,1249.369995,1259.76001,1248.630005,1258.349976,1258.349976,36940700
7/23/15,1260.660034,1262.569946,1243.689941,1244.969971,1244.969971,37728100
7/24/15,1242.390015,1243.579956,1225.430054,1225.98999,1225.98999,38700400
7/27/15,1219.209961,1220.72998,1212.329956,1214.609985,1214.609985,38367500
7/28/15,1219.469971,1226.410034,1205.189941,1224.599976,1224.599976,41177400
7/29/15,1223.97998,1232.339966,1220.930054,1229.599976,1229.599976,40389000
7/30/15,1226.040039,1233,1220.97998,1232.069946,1232.069946,35794100
7/31/15,1235.170044,1244.97998,1232.949951,1238.680054,1238.680054,36813400
8/3/15,1238.319946,1238.969971,1224.869995,1231.790039,1231.790039,34767700
8/4/15,1232.52002,1237.199951,1226.369995,1228.849976,1228.849976,35467100
8/5/15,1233.719971,1243.160034,1229.51001,1231.75,1231.75,39686800
8/6/15,1232.439941,1232.77002,1207.77002,1215.849976,1215.849976,42465700
8/7/15,1209.47998,1211.930054,1200.410034,1206.900024,1206.900024,36023200
8/10/15,1212.420044,1223.390015,1212.420044,1222.670044,1222.670044,35144600
8/11/15,1214.140015,1218.670044,1205.869995,1211.140015,1211.140015,37088800
8/12/15,1203.170044,1210.97998,1189.420044,1208.97998,1208.97998,42691300
8/13/15,1208.569946,1213.410034,1203.640015,1204.73999,1204.73999,32213000
8/14/15,1202.109985,1212.790039,1199.459961,1212.689941,1212.689941,27955900
8/17/15,1209.23999,1225.089966,1206.400024,1225.089966,1225.089966,28676900
8/18/15,1224.079956,1224.119995,1214.26001,1214.890015,1214.890015,29499900
8/19/15,1208.550049,1211.680054,1196.660034,1202.97998,1202.97998,35129200
